,kata,vector
10572,for,-0.0009612242
10573,the,-0.0006932193
10574,bag,-0.00018124317
10575,easy,-0.00072108384
10576,access,-0.0005890533
10577,dirty,-0.00048606456
10578,place,-0.0005874934
10579,unique,-0.00036465342
10580,thing,-0.0003050653
10581,waterfall,-0.00049761415
10582,directly,-0.00030798398
10583,poured,-0.0003495407
10584,into,-0.0002452471
10585,sea,-0.00034458647
10586,beach,-0.0006283848
10587,height,-0.00038378243
10588,about,-0.0005904145
10589,meter,-0.00041262762
10590,easy,-0.00072108384
10591,access,-0.0005890533
10592,with,-0.00053927174
10593,lot,-0.0004008657
10594,of,-0.0007271348
10595,visitors,-0.0003217041
10596,during,-0.00050481997
10597,holiday,-0.0005351264
10598,place,-0.0005874934
10599,flood,-0.0006419428
10600,sad,-0.0006216885
10601,nice,-0.00053872087
10602,horror,-0.00061024056
10603,advice,-0.0008409283
10604,rainy,-0.00086138904
10605,season,-0.0007269008
10606,sunset,-0.0006472509
10607,waterfall,-0.00049761415
10608,beach,-0.0006283848
10609,pretty,-0.00055261294
10610,good,-0.0006085954
10611,the,-0.0006932193
10612,location,-0.00087607244
10613,of,-0.0007271348
10614,the,-0.0006932193
10615,roadside,-0.00069515186
10616,in,-0.0008231309
10617,the,-0.0006932193
10618,rainy,-0.00086138904
10619,season,-0.0007269008
10620,is,-0.00072052394
10621,muddy,-0.00067371165
10622,and,-0.0006442188
10623,slippery,-0.0007452973
10624,disappointed,-0.00050820265
10625,dirty,-0.00048606456
10626,photo,-0.0006030458
10627,trash,-0.0004079648
10628,trash,-0.0004079648
10629,street,-0.00032497608
10630,evaluation,-0.00037138
10631,"good,",-0.0006998286
10632,good,-0.0006085954
10633,criticism,2.5673587e-06
10634,remember,-0.00047096945
10635,to,-0.00062336057
10636,save,-0.0005913266
10637,there,-0.00055227126
10638,toro,-0.00074961624
10639,waterfall,-0.00049761415
10640,one,-0.00063930155
10641,madura,-0.00079906225
10642,waterfall,-0.00049761415
10643,the,-0.0006932193
10644,source,-0.00041086957
10645,of,-0.0007271348
10646,natural,-0.00060840085
10647,spring,-0.0004702376
10648,water,-0.000524817
10649,goes,-0.00045923184
10650,straight,-0.00044873357
10651,down,-0.00045444912
10652,to,-0.00062336057
10653,the,-0.0006932193
10654,sea,-0.00034458647
10655,the,-0.0006932193
10656,location,-0.00087607244
10657,of,-0.0007271348
10658,the,-0.0006932193
10659,waterfall,-0.00049761415
10660,is,-0.00072052394
10661,east,-0.0007100539
10662,ketapang,-0.0007815593
10663,village,-0.0005548176
10664,ketapang,-0.0007815593
10665,sub-district,-0.0005937209
10666,head,-0.0005321028
10667,sampang,-0.0008878028
10668,madura,-0.00079906225
10669,district,-0.000742105
10670,roadside,-0.00069515186
10671,location,-0.00087607244
10672,easy,-0.00072108384
10673,for,-0.0009612242
10674,tourists,-0.00056859944
10675,to,-0.00062336057
10676,visit,-0.0006737987
10677,bagus,-0.00054447085
10678,waterfall,-0.00049761415
10679,with,-0.00053927174
10680,view,-0.0005749123
10681,of,-0.0007271348
10682,sea,-0.00034458647
10683,rekomendasi,-0.0005073498
10684,stopping,-0.00065414177
10685,madura,-0.00079906225
10686,close,-0.0007051284
10687,proximity,-0.00077622395
10688,main,-0.0006377084
10689,road,-0.00079337053
10690,large,-0.0006224481
10691,parking,-0.00073691865
10692,area,-0.000663141
10693,long,-0.0006068357
10694,drive,-0.0005627559
10695,from,-0.00071464037
10696,bangkal,-0.0005650361
10697,with,-0.00053927174
10698,uneven,-0.00054194685
10699,surface,-0.0005002457
10700,dirty,-0.00048606456
10701,murky,-0.00045038917
10702,water,-0.000524817
10703,not,-0.00055438385
10704,space,-0.0005417871
10705,take,-0.0006298009
10706,photos,-0.00063272857
10707,wasn,-0.0006225837
10708,expecting,-0.00066085433
10709,that,-0.00054816925
10710,actually,-0.00066768157
10711,worst,-0.00066743384
10712,than,-0.0006504289
10713,photos,-0.00063272857
10714,hidup,-0.00069999596
10715,google,-0.0006518681
10716,search,-0.0007001958
10717,would,-0.00065284915
10718,not,-0.00055438385
10719,recommend,-0.0006136695
10720,place,-0.0005874934
10721,for,-0.0009612242
10722,visit,-0.0006737987
10723,pretty,-0.00055261294
10724,good,-0.0006085954
10725,touch,-0.00052443007
10726,clean,-0.0005568606
10727,visit,-0.0006737987
10728,madura,-0.00079906225
10729,arrived,-0.00053759443
10730,here,-0.0007493223
10731,quite,-0.0006365671
10732,bagus,-0.00054447085
10733,place,-0.0005874934
10734,but,-0.0004736106
10735,access,-0.0005890533
10736,go,-0.0005188362
10737,bit,-0.00071727735
10738,hard,-0.00066831365
10739,bc,-0.0006519392
10740,we,-0.00071342266
10741,stepped,-0.00064347876
10742,hidup,-0.00069999596
10743,root,-0.00056048104
10744,happy,-0.0004917157
10745,friend,-0.00022694177
10746,there,-0.00055227126
10747,good,-0.0006085954
10748,but,-0.0004736106
10749,scary,-0.000545947
10750,pay,-0.0009178245
10751,parking,-0.00073691865
10752,stalls,-0.00067394454
10753,welcome,-0.00070573954
10754,toilet,-0.00080292346
10755,advice,-0.0008409283
10756,bathing,-0.0007729188
10757,waterfall,-0.00049761415
10758,category,-0.0006970402
10759,in,-0.0008231309
10760,danger,-0.00079360564
10761,sharp,-0.0007707257
10762,coral,-0.0007133199
10763,bwt,-0.00074346917
10764,gkbs,-0.00066457293
10765,swimming,-0.0005819874
10766,want,-0.0006066703
10767,to,-0.00062336057
10768,bathe,-0.0005854069
10769,mending,-0.00056209136
10770,beach,-0.0006283848
10771,it's,-0.00079310907
10772,scary,-0.000545947
10773,when,-0.00073086476
10774,it's,-0.00079310907
10775,raining,-0.0006628628
10776,"stones,",-0.00071280496
10777,the,-0.0006932193
10778,road,-0.00079337053
10779,is,-0.00072052394
10780,slippery,-0.0007452973
10781,look,-0.00050994346
10782,good,-0.0006085954
10783,eat,-0.0005778892
10784,good,-0.0006085954
10785,love,-0.00064229703
10786,the,-0.0006932193
10787,sne,-0.00021309362
10788,beach,-0.0006283848
10789,waterfall,-0.00049761415
10790,tour,-0.0007939188
10791,unique,-0.00036465342
10792,water,-0.000524817
10793,drop,-0.00034092047
10794,into,-0.0002452471
10795,sea,-0.00034458647
10796,directly,-0.00030798398
10797,but,-0.0004736106
10798,river,-0.000523937
10799,used,-0.00054279104
10800,local,-0.00064370036
10801,pungent,-0.0005920131
10802,smell,-0.0005582598
10803,noticeable,-0.000449434
10804,I,-0.0004696694
10805,drowned,-0.00044646667
10806,again,-0.00042793332
10807,loss,-0.0004760785
10808,several,-0.0003889459
10809,years,-0.00018437931
10810,ago,-0.0002259493
10811,first,-0.00029170074
10812,visited,-0.00028348123
10813,place,-0.0005874934
10814,was,-0.0002998342
10815,bagus,-0.00054447085
10816,everything,-0.00023050106
10817,made,-0.00031578183
10818,nature,-0.00057662383
10819,but,-0.0004736106
10820,today,-0.00029366396
10821,saw,-0.00024043306
10822,huge,-0.0003051538
10823,improvements,-0.00030386646
10824,that,-0.00054816925
10825,makes,-0.00047515603
10826,even,-0.0004797999
10827,better,-0.00046361613
10828,even,-0.0004797999
10829,cafe,-0.00047083083
10830,well,-0.00024810954
10831,done,-0.00024428495
10832,sampang,-0.0008878028
10833,look,-0.00050994346
10834,"cool,",-0.0005585546
10835,the,-0.0006932193
10836,food,-0.00048170637
10837,is,-0.00072052394
10838,delicious,-0.00055199885
10839,photo,-0.0006030458
10840,spots,-0.00074144127
10841,for,-0.0009612242
10842,entrance,-0.0008637644
10843,tickets,-0.0008531768
10844,only,-0.0008716277
10845,pay,-0.0009178245
10846,for,-0.0009612242
10847,car,-0.0009316217
10848,"parking,",-0.0008919158
10849,rb,-0.0010400712
10850,"motorbikes,",-0.0009318096
10851,rb,-0.0010400712
10852,prayer,-0.0008442867
10853,rooms,-0.0007127122
10854,for,-0.0009612242
10855,toilets,-0.0006750674
10856,Good,1.0686244e-05
10857,pretty,-0.00055261294
10858,swimming,-0.0005819874
10859,Good,1.0686244e-05
10860,When,-0.0005097798
10861,it's,-0.00079310907
10862,"hot,",-0.0005322643
10863,pay,-0.0009178245
10864,for,-0.0009612242
10865,the,-0.0006932193
10866,waterfall,-0.00049761415
10867,facing,-0.00054066436
10868,the,-0.0006932193
10869,open,-0.0005467334
10870,sea,-0.00034458647
10871,beautiful,-0.00062798394
10872,before,-0.0005293445
10873,sunset,-0.0006472509
10874,good,-0.0006085954
10875,spot,-0.00064437336
10876,for,-0.0009612242
10877,photos,-0.00063272857
10878,on,-0.0006978999
10879,the,-0.0006932193
10880,"seafront,",-0.0004263306
10881,clean,-0.0005568606
10882,"waterfall,",-0.0007052306
10883,complete,-0.00066004193
10884,with,-0.00053927174
10885,cheap,-0.00070469675
10886,ticket,-0.0007715435
10887,meals,-0.00017942375
10888,Tawan,-0.0002720597
10889,sunset,-0.0006472509
10890,"later,",-0.00035341678
10891,the,-0.0006932193
10892,location,-0.00087607244
10893,of,-0.0007271348
10894,the,-0.0006932193
10895,main,-0.0006377084
10896,road,-0.00079337053
10897,is,-0.00072052394
10898,easy,-0.00072108384
10899,to,-0.00062336057
10900,"reach,",-0.00042201465
10901,km,-0.0005437106
10902,from,-0.00071464037
10903,the,-0.0006932193
10904,Suramadu,-0.00057828677
10905,"Bridge,",-0.0004498857
10906,ready,-0.0006333929
10907,with,-0.00053927174
10908,physical,-0.000354219
10909,provisions,-0.00033853107
10910,for,-0.0009612242
10911,the,-0.0006932193
10912,road,-0.00079337053
10913,Hmmm,-4.8792164e-05
10914,beautiful,-0.00062798394
10915,excellent,-0.00012196143
10916,view,-0.0005749123
10917,sea,-0.00034458647
10918,front,-0.00028297878
10919,nice,-0.00053872087
10920,cool,-0.000644044
10921,place,-0.0005874934
10922,nice,-0.00053872087
10923,disappointed,-0.00050820265
10924,there,-0.00055227126
10925,loss,-0.0004760785
10926,with,-0.00053927174
10927,a,-0.00076699915
10928,good,-0.0006085954
10929,"road,",-0.0006384075
10930,access,-0.0005890533
10931,to,-0.00062336057
10932,the,-0.0006932193
10933,"waterfall,",-0.0007052306
10934,a,-0.00076699915
10935,good,-0.0006085954
10936,"road,",-0.0006384075
10937,a,-0.00076699915
10938,nice,-0.00053872087
10939,waterfall,-0.00049761415
10940,easy,-0.00072108384
10941,roadside,-0.00069515186
10942,"location,",-0.0004392559
10943,free,-0.0005821242
10944,"htm,",-0.0001465906
10945,just,-0.0005613715
10946,pay,-0.0009178245
10947,for,-0.0009612242
10948,"parking,",-0.0008919158
10949,"delicious,",-0.0003687619
10950,relaxing,-0.0003814406
10951,family,-0.0002641242
10952,"photos,",-0.00058956846
10953,complete,-0.00066004193
10954,with,-0.00053927174
10955,"stalls,",-0.00016207034
10956,prayer,-0.0008442867
10957,"rooms,",-0.00017101988
10958,parking,-0.00073691865
10959,lots,-0.00032382537
10960,cool,-0.000644044
10961,comfortable,-0.0005712414
10962,happy,-0.0004917157
10963,rides,-0.00020372226
10964,satisfied,-0.00029909355
10965,tree,-0.00027400773
10966,criticism,2.5673587e-06
10967,parking,-0.00073691865
10968,attendant,-0.0006027394
10969,malak,-0.00052539515
10970,the,-0.0006932193
10971,pretext,-0.0005548885
10972,of,-0.0007271348
10973,entrusting,-0.0005507229
10974,the,-0.0006932193
10975,helmet,-0.00068788015
10976,helmet,-0.00068788015
10977,lost,-0.0006434799
10978,the,-0.0006932193
10979,risk,-0.0005592676
10980,of,-0.0007271348
10981,being,-0.00056477316
10982,arrested,-0.00054936163
10983,parking,-0.00073691865
10984,attendant,-0.0006027394
10985,put,-0.0006481541
10986,the,-0.0006932193
10987,post,-0.0006242793
10988,entrusted,-0.0006013541
10989,pay,-0.0009178245
10990,mala,-0.0006454089
10991,entrust,-0.0005094067
10992,mode,-0.00050709106
10993,forced,-0.0004739096
10994,disappointed,-0.00050820265
10995,beautiful,-0.00062798394
10996,waterfall,-0.00049761415
10997,dirty,-0.00048606456
10998,ugly,-0.00046735868
10999,"waterfall,",-0.0007052306
11000,direct,-0.0005286107
11001,sea,-0.00034458647
11002,"flow,",-0.00024027629
11003,"combined,",-0.00017661361
11004,beautiful,-0.00062798394
11005,sunset,-0.0006472509
11006,dirty,-0.00048606456
11007,place,-0.0005874934
11008,the,-0.0006932193
11009,view,-0.0005749123
11010,is,-0.00072052394
11011,"beautiful,",-0.00055554626
11012,"cool,",-0.0005585546
11013,the,-0.0006932193
11014,atmosphere,-0.0005359846
11015,is,-0.00072052394
11016,on,-0.0006978999
11017,the,-0.0006932193
11018,"seafront,",-0.0004263306
11019,only,-0.0008716277
11020,the,-0.0006932193
11021,waterfall,-0.00049761415
11022,is,-0.00072052394
11023,in,-0.0008231309
11024,the,-0.0006932193
11025,rainy,-0.00086138904
11026,season,-0.0007269008
11027,long,-0.0006068357
11028,drive,-0.0005627559
11029,from,-0.00071464037
11030,bangkal,-0.0005650361
11031,with,-0.00053927174
11032,uneven,-0.00054194685
11033,surface,-0.0005002457
11034,dirty,-0.00048606456
11035,murky,-0.00045038917
11036,water,-0.000524817
11037,not,-0.00055438385
11038,space,-0.0005417871
11039,take,-0.0006298009
11040,photos,-0.00063272857
11041,wasn,-0.0006225837
11042,expecting,-0.00066085433
11043,that,-0.00054816925
11044,actually,-0.00066768157
11045,worst,-0.00066743384
11046,than,-0.0006504289
11047,photos,-0.00063272857
11048,hidup,-0.00069999596
11049,google,-0.0006518681
11050,search,-0.0007001958
11051,would,-0.00065284915
11052,not,-0.00055438385
11053,recommend,-0.0006136695
11054,place,-0.0005874934
11055,for,-0.0009612242
11056,visit,-0.0006737987
11057,Good,1.0686244e-05
11058,dirty,-0.00048606456
11059,brown,-0.0003533204
11060,waterfall,-0.00049761415
11061,beautiful,-0.00062798394
11062,seaside,-0.0005350686
11063,waterfall,-0.00049761415
11064,manage,-0.00057626894
11065,cool,-0.000644044
11066,place,-0.0005874934
11067,friendly,-0.0001950573
11068,tourism,-0.0006579975
11069,perfect,-0.00016982597
11070,Good,1.0686244e-05
11071,solid,-6.008111e-07
11072,good,-0.0006085954
11073,but,-0.0004736106
11074,scary,-0.000545947
11075,look,-0.00050994346
11076,good,-0.0006085954
11077,and,-0.0006442188
11078,taste,-0.00031169297
11079,cool,-0.000644044
11080,good,-0.0006085954
11081,but,-0.0004736106
11082,scary,-0.000545947
11083,good,-0.0006085954
11084,but,-0.0004736106
11085,scary,-0.000545947
11086,north,-0.00062862306
11087,coast,-0.0006994272
11088,of,-0.0007271348
11089,"madura,",-0.0005324609
11090,complete,-0.00066004193
11091,stop,-0.00059485127
11092,by,-0.00065778004
11093,toro,-0.00074961624
11094,"waterfall,",-0.0007052306
11095,right,-0.00059554446
11096,in,-0.0008231309
11097,east,-0.0007100539
11098,"ketapang,",-0.0005877008
11099,sampang,-0.0008878028
11100,"district,",-0.0005779212
11101,the,-0.0006932193
11102,waterfall,-0.00049761415
11103,immediately,-0.00071421324
11104,falls,-0.0005699798
11105,into,-0.0002452471
11106,the,-0.0006932193
11107,"sea,",-0.0005160155
11108,one,-0.00063930155
11109,madura,-0.00079906225
11110,"rest,",-0.0005177166
11111,parking,-0.00073691865
11112,"area,",-0.0006569044
11113,eat,-0.0005778892
11114,toilet,-0.00080292346
11115,beautiful,-0.00062798394
11116,sorry,-3.392496e-05
11117,beautiful,-0.00062798394
11118,view,-0.0005749123
11119,beautiful,-0.00062798394
11120,water,-0.000524817
11121,falls,-0.0005699798
11122,beach,-0.0006283848
11123,photo,-0.0006030458
11124,spots,-0.00074144127
11125,for,-0.0009612242
11126,entrance,-0.0008637644
11127,tickets,-0.0008531768
11128,only,-0.0008716277
11129,pay,-0.0009178245
11130,for,-0.0009612242
11131,car,-0.0009316217
11132,"parking,",-0.0008919158
11133,rb,-0.0010400712
11134,"motorbikes,",-0.0009318096
11135,rb,-0.0010400712
11136,prayer,-0.0008442867
11137,rooms,-0.0007127122
11138,for,-0.0009612242
11139,toilets,-0.0006750674
11140,nice,-0.00053872087
11141,view,-0.0005749123
11142,relax,-0.0005367199
11143,Good,1.0686244e-05
11144,toro,-0.00074961624
11145,waterfall,-0.00049761415
11146,tour,-0.0007939188
11147,river,-0.000523937
11148,water,-0.000524817
11149,straight,-0.00044873357
11150,to,-0.00062336057
11151,the,-0.0006932193
11152,sea,-0.00034458647
11153,waterfall,-0.00049761415
11154,good,-0.0006085954
11155,place,-0.0005874934
11156,to,-0.00062336057
11157,see,-0.000262713
11158,tickets,-0.0008531768
11159,greetings,-0.0002357319
11160,from,-0.00071464037
11161,jember,-0.00029695642
11162,hopefully,-0.00038637256
11163,depa,-0.0002128593
11164,is,-0.00072052394
11165,cool,-0.000644044
11166,toro,-0.00074961624
11167,waterfall,-0.00049761415
11168,really,-0.00066140725
11169,exciting,-0.00029369336
11170,Look,-0.00044532728
11171,at,-0.000612263
11172,the,-0.0006932193
11173,beauty,-0.000476797
11174,of,-0.0007271348
11175,the,-0.0006932193
11176,"land,",-0.00049088424
11177,consider,-0.0005338941
11178,the,-0.0006932193
11179,waterfall,-0.00049761415
11180,to,-0.00062336057
11181,go,-0.0005188362
11182,down,-0.00045444912
11183,to,-0.00062336057
11184,the,-0.0006932193
11185,"sea,",-0.0005160155
11186,the,-0.0006932193
11187,water,-0.000524817
11188,of,-0.0007271348
11189,the,-0.0006932193
11190,waterfall,-0.00049761415
11191,is,-0.00072052394
11192,"dirty,",-0.0005052081
11193,"dirty,",-0.0005052081
11194,and,-0.0006442188
11195,guarded,-0.0005428748
11196,fun,-0.00055453036
11197,quite,-0.0006365671
11198,beautiful,-0.00062798394
11199,Good,1.0686244e-05
11200,good,-0.0006085954
11201,place,-0.0005874934
11202,visit,-0.0006737987
11203,recommendation,-0.00010198498
11204,pay,-0.0009178245
11205,parking,-0.00073691865
11206,stalls,-0.00067394454
11207,welcome,-0.00070573954
11208,toilet,-0.00080292346
11209,advice,-0.0008409283
11210,bathing,-0.0007729188
11211,waterfall,-0.00049761415
11212,category,-0.0006970402
11213,in,-0.0008231309
11214,danger,-0.00079360564
11215,sharp,-0.0007707257
11216,coral,-0.0007133199
11217,bwt,-0.00074346917
11218,gkbs,-0.00066457293
11219,swimming,-0.0005819874
11220,want,-0.0006066703
11221,to,-0.00062336057
11222,bathe,-0.0005854069
11223,mending,-0.00056209136
11224,beach,-0.0006283848
11225,good,-0.0006085954
11226,spot,-0.00064437336
11227,for,-0.0009612242
11228,photos,-0.00063272857
11229,on,-0.0006978999
11230,the,-0.0006932193
11231,"seafront,",-0.0004263306
11232,clean,-0.0005568606
11233,"waterfall,",-0.0007052306
11234,complete,-0.00066004193
11235,with,-0.00053927174
11236,cheap,-0.00070469675
11237,ticket,-0.0007715435
11238,meals,-0.00017942375
11239,photo,-0.0006030458
11240,spots,-0.00074144127
11241,for,-0.0009612242
11242,entrance,-0.0008637644
11243,tickets,-0.0008531768
11244,only,-0.0008716277
11245,pay,-0.0009178245
11246,for,-0.0009612242
11247,car,-0.0009316217
11248,"parking,",-0.0008919158
11249,rb,-0.0010400712
11250,"motorbikes,",-0.0009318096
11251,rb,-0.0010400712
11252,prayer,-0.0008442867
11253,rooms,-0.0007127122
11254,for,-0.0009612242
11255,toilets,-0.0006750674
11256,Already,-0.00012229448
11257,"bored,",-0.00041528483
11258,must,-0.00063384674
11259,visit,-0.0006737987
11260,a,-0.00076699915
11261,beautiful,-0.00062798394
11262,viewing,-7.756421e-05
11263,place,-0.0005874934
11264,entrance,-0.0008637644
11265,ticket,-0.0007715435
11266,pay,-0.0009178245
11267,for,-0.0009612242
11268,parking,-0.00073691865
11269,afa,-0.00055255985
11270,culinary,-0.0006337101
11271,proud,-0.0003279157
11272,"waterfall,",-0.0007052306
11273,sampang,-0.0008878028
11274,"community,",-0.0006506891
11275,ketapang,-0.0007815593
11276,"community,",-0.0006506891
11277,location,-0.00087607244
11278,of,-0.0007271348
11279,development,-0.00034193357
11280,looking,-0.00051697704
11281,at,-0.000612263
11282,the,-0.0006932193
11283,"waterfall,",-0.0007052306
11284,"doubtful,",-0.00052652095
11285,the,-0.0006932193
11286,waterfall,-0.00049761415
11287,is,-0.00072052394
11288,"high,",-0.00059706136
11289,"meters,",-0.00060603773
11290,walk,-0.0006638453
11291,for,-0.0009612242
11292,a,-0.00076699915
11293,"while,",-0.0006430247
11294,park,-0.0006167117
11295,the,-0.0006932193
11296,"waterfall,",-0.0007052306
11297,immediately,-0.00071421324
11298,need,-0.00062480173
11299,trekking,-0.0005460885
11300,covering,-0.00027243953
11301,toro,-0.00074961624
11302,waterfalls,-0.0007815801
11303,wrong,-0.0007256653
11304,waterfalls,-0.0007815801
11305,beautiful,-0.00062798394
11306,madura,-0.00079906225
11307,unique,-0.00036465342
11308,waterfalls,-0.0007815801
11309,straight,-0.00044873357
11310,flowing,-0.00037913423
11311,north,-0.00062862306
11312,sea,-0.00034458647
11313,java,-0.00023826644
11314,sunset,-0.0006472509
11315,beach,-0.0006283848
11316,identical,-0.0001928779
11317,toro,-0.00074961624
11318,sand,-0.0005292586
11319,dirty,-0.00048606456
11320,photo,-0.0006030458
11321,trash,-0.0004079648
11322,trash,-0.0004079648
11323,street,-0.00032497608
11324,evaluation,-0.00037138
11325,fun,-0.00055453036
11326,difficult,-0.0005038642
11327,sea,-0.00034458647
11328,fall,-0.00037135725
11329,waterfall,-0.00049761415
11330,dirty,-0.00048606456
11331,ugly,-0.00046735868
11332,Look,-0.00044532728
11333,at,-0.000612263
11334,the,-0.0006932193
11335,beauty,-0.000476797
11336,of,-0.0007271348
11337,the,-0.0006932193
11338,"land,",-0.00049088424
11339,consider,-0.0005338941
11340,the,-0.0006932193
11341,waterfall,-0.00049761415
11342,to,-0.00062336057
11343,go,-0.0005188362
11344,down,-0.00045444912
11345,to,-0.00062336057
11346,the,-0.0006932193
11347,"sea,",-0.0005160155
11348,the,-0.0006932193
11349,water,-0.000524817
11350,of,-0.0007271348
11351,the,-0.0006932193
11352,waterfall,-0.00049761415
11353,is,-0.00072052394
11354,"dirty,",-0.0005052081
11355,"dirty,",-0.0005052081
11356,and,-0.0006442188
11357,guarded,-0.0005428748
11358,great,-0.0006174826
11359,joss,-9.098305e-05
11360,loss,-0.0004760785
11361,trip,-0.00025772708
11362,nice,-0.00053872087
11363,"view,",-0.00055220246
11364,comfortable,-0.0005712414
11365,"place,",-0.00054060575
11366,"dear,",-0.00027477613
11367,flowing,-0.00037913423
11368,"waterfall,",-0.0007052306
11369,plastic,-0.00025198967
11370,waste,-0.0003414281
11371,and,-0.0006442188
11372,how,-0.00017306578
11373,to,-0.00062336057
11374,manage,-0.00057626894
11375,clean,-0.0005568606
11376,"garbage,",-0.00019283363
11377,look,-0.00050994346
11378,at,-0.000612263
11379,it,-0.00059282064
11380,"damn,",-0.0003771128
11381,the,-0.0006932193
11382,sunset,-0.0006472509
11383,is,-0.00072052394
11384,really,-0.00066140725
11385,bad,-0.0004049009
11386,criticism,2.5673587e-06
11387,on,-0.0006978999
11388,the,-0.0006932193
11389,madura,-0.00079906225
11390,visit,-0.0006737987
11391,"list,",-0.00033750516
11392,it's,-0.00079310907
11393,"rare,",-0.00029836217
11394,waterfalls,-0.0007815801
11395,go,-0.0005188362
11396,directly,-0.00030798398
11397,to,-0.00062336057
11398,the,-0.0006932193
11399,"sea,",-0.0005160155
11400,nice,-0.00053872087
11401,to,-0.00062336057
11402,enjoy,-0.0005925323
11403,the,-0.0006932193
11404,"afternoon,",-0.0005207806
11405,enjoy,-0.0005925323
11406,the,-0.0006932193
11407,"sunset,",-0.0003486722
11408,put,-0.0006481541
11409,your,-0.00078047666
11410,visiting,-0.000545997
11411,list,-0.00034931416
11412,madura,-0.00079906225
11413,rare,-0.0005429372
11414,nice,-0.00053872087
11415,by,-0.00065778004
11416,the,-0.0006932193
11417,highway,-0.0005826922
11418,unfortunately,-0.0005018013
11419,dirty,-0.00048606456
11420,water,-0.000524817
11421,mixed,-0.00048403526
11422,with,-0.00053927174
11423,brown,-0.0003533204
11424,trash,-0.0004079648
11425,Good,1.0686244e-05
11426,look,-0.00050994346
11427,"cool,",-0.0005585546
11428,the,-0.0006932193
11429,food,-0.00048170637
11430,is,-0.00072052394
11431,delicious,-0.00055199885
11432,bagus,-0.00054447085
11433,waterfall,-0.00049761415
11434,with,-0.00053927174
11435,view,-0.0005749123
11436,of,-0.0007271348
11437,sea,-0.00034458647
11438,rekomendasi,-0.0005073498
11439,stopping,-0.00065414177
11440,madura,-0.00079906225
11441,close,-0.0007051284
11442,proximity,-0.00077622395
11443,main,-0.0006377084
11444,road,-0.00079337053
11445,large,-0.0006224481
11446,parking,-0.00073691865
11447,area,-0.000663141
11448,place,-0.0005874934
11449,to,-0.00062336057
11450,suck,-0.00020756584
11451,good,-0.0006085954
11452,atmosphere,-0.0005359846
11453,different,-0.0004891139
11454,dirty,-0.00048606456
11455,photos,-0.00063272857
11456,really,-0.00066140725
11457,good,-0.0006085954
11458,disappointed,-0.00050820265
11459,entrance,-0.0008637644
11460,ticket,-0.0007715435
11461,pay,-0.0009178245
11462,for,-0.0009612242
11463,parking,-0.00073691865
11464,afa,-0.00055255985
11465,culinary,-0.0006337101
11466,it's,-0.00079310907
11467,really,-0.00066140725
11468,"good,",-0.0006998286
11469,it's,-0.00079310907
11470,a,-0.00076699915
11471,shame,-0.0005704295
11472,the,-0.0006932193
11473,waterfall,-0.00049761415
11474,road,-0.00079337053
11475,is,-0.00072052394
11476,badly,-0.0005845772
11477,"damaged,",-0.00063907576
11478,please,-0.0006831326
11479,be,-0.00066985225
11480,kind,-0.00058393646
11481,cramped,-0.00015698222
11482,dirty,-0.00048606456
11483,Good,1.0686244e-05
11484,"disappointed,",-0.00040901516
11485,good,-0.0006085954
11486,afternoon,-0.0005211844
11487,"view,",-0.00055220246
11488,sunset,-0.0006472509
11489,sunrise,-0.0004921374
11490,view,-0.0005749123
11491,beautiful,-0.00062798394
11492,waterfall,-0.00049761415
11493,right,-0.00059554446
11494,beach,-0.0006283848
11495,with,-0.00053927174
11496,sunset,-0.0006472509
11497,good,-0.0006085954
11498,atmosphere,-0.0005359846
11499,it's,-0.00079310907
11500,really,-0.00066140725
11501,"good,",-0.0006998286
11502,it's,-0.00079310907
11503,a,-0.00076699915
11504,shame,-0.0005704295
11505,the,-0.0006932193
11506,waterfall,-0.00049761415
11507,road,-0.00079337053
11508,is,-0.00072052394
11509,badly,-0.0005845772
11510,"damaged,",-0.00063907576
11511,please,-0.0006831326
11512,be,-0.00066985225
11513,kind,-0.00058393646
11514,entrance,-0.0008637644
11515,ticket,-0.0007715435
11516,pay,-0.0009178245
11517,for,-0.0009612242
11518,parking,-0.00073691865
11519,afa,-0.00055255985
11520,culinary,-0.0006337101
11521,restaurant,-0.00018096295
11522,cheap,-0.00070469675
11523,prices,-0.0003242165
11524,heart,-0.00051515125
11525,points,-0.0002480435
11526,waterfall,-0.00049761415
11527,road,-0.00079337053
11528,slippery,-0.0007452973
11529,road,-0.00079337053
11530,rainy,-0.00086138904
11531,season,-0.0007269008
11532,it's,-0.00079310907
11533,really,-0.00066140725
11534,"good,",-0.0006998286
11535,it's,-0.00079310907
11536,a,-0.00076699915
11537,shame,-0.0005704295
11538,the,-0.0006932193
11539,waterfall,-0.00049761415
11540,road,-0.00079337053
11541,is,-0.00072052394
11542,badly,-0.0005845772
11543,"damaged,",-0.00063907576
11544,please,-0.0006831326
11545,be,-0.00066985225
11546,kind,-0.00058393646
11547,it's,-0.00079310907
11548,really,-0.00066140725
11549,"good,",-0.0006998286
11550,it's,-0.00079310907
11551,a,-0.00076699915
11552,shame,-0.0005704295
11553,the,-0.0006932193
11554,waterfall,-0.00049761415
11555,road,-0.00079337053
11556,is,-0.00072052394
11557,badly,-0.0005845772
11558,"damaged,",-0.00063907576
11559,please,-0.0006831326
11560,be,-0.00066985225
11561,kind,-0.00058393646
11562,different,-0.0004891139
