Text,Compound,Positive,Negative,Neutral,sentiment
good but scary,-0.5187,0.269,0.593,0.138,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
no swimming,-0.296,0.0,0.688,0.312,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
"north coast of madura, complete stop by toro waterfall, right in east ketapang, sampang district, the waterfall immediately falls into the sea, one madura rest, parking area, eat toilet",-0.296,0.0,0.073,0.927,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
disappointed,-0.4767,0.0,1.0,0.0,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
loss,-0.3182,0.0,1.0,0.0,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
"access there is difficult unfortunately the road is ugly narrow at night, dark lights",-0.802,0.0,0.427,0.573,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
dirty clean guard area,-0.0516,0.355,0.382,0.263,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
criticism,-0.4404,0.0,1.0,0.0,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
criticism,-0.4404,0.0,1.0,0.0,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
"looking at the waterfall, doubtful, the waterfall is high, meters, walk for a while, park the waterfall, immediately need trekking",-0.34,0.0,0.112,0.888,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
haunted,-0.4767,0.0,1.0,0.0,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
criticism,-0.4404,0.0,1.0,0.0,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
haunted,-0.4767,0.0,1.0,0.0,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
place to suck,-0.4404,0.0,0.592,0.408,negative
place to suck,-0.4404,0.0,0.592,0.408,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
"looking at the waterfall, doubtful, the waterfall is high, meters, walk for a while, park the waterfall, immediately need trekking",-0.34,0.0,0.112,0.888,negative
haunted,-0.4767,0.0,1.0,0.0,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
pay,-0.1027,0.0,1.0,0.0,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
the flow of the waterfall is really fast in the rainy season,-0.0772,0.0,0.106,0.894,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
"looking at the waterfall, doubtful, the waterfall is high, meters, walk for a while, park the waterfall, immediately need trekking",-0.34,0.0,0.112,0.888,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
go there and eat the victim,-0.2732,0.0,0.296,0.704,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
the flow of the waterfall is really fast in the rainy season,-0.0772,0.0,0.106,0.894,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
criticism,-0.4404,0.0,1.0,0.0,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
criticism,-0.4404,0.0,1.0,0.0,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
no swimming,-0.296,0.0,0.688,0.312,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
go there and eat the victim,-0.2732,0.0,0.296,0.704,negative
dirty clean guard area,-0.0516,0.355,0.382,0.263,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
criticism,-0.4404,0.0,1.0,0.0,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
pay,-0.1027,0.0,1.0,0.0,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
go there and eat the victim,-0.2732,0.0,0.296,0.704,negative
no swimming,-0.296,0.0,0.688,0.312,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
criticism,-0.4404,0.0,1.0,0.0,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
no swimming,-0.296,0.0,0.688,0.312,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
loss,-0.3182,0.0,1.0,0.0,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
criticism,-0.4404,0.0,1.0,0.0,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
the flow of the waterfall is really fast in the rainy season,-0.0772,0.0,0.106,0.894,negative
criticism,-0.4404,0.0,1.0,0.0,negative
criticism,-0.4404,0.0,1.0,0.0,negative
loss,-0.3182,0.0,1.0,0.0,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
place to suck,-0.4404,0.0,0.592,0.408,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
"access there is difficult unfortunately the road is ugly narrow at night, dark lights",-0.802,0.0,0.427,0.573,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
the flow of the waterfall is really fast in the rainy season,-0.0772,0.0,0.106,0.894,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
pay,-0.1027,0.0,1.0,0.0,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
place to suck,-0.4404,0.0,0.592,0.408,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
loss,-0.3182,0.0,1.0,0.0,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
dirty clean guard area,-0.0516,0.355,0.382,0.263,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
